run_name,model_name,source_model,target_model,checkpoint_path,eval_type,corruption_name,severity,attack_type,attack_norm,epsilon,steps,num_samples,loss,clean_accuracy,adversarial_accuracy,feature_path,sample_path
student_distill_from_clean_teacher,cnn,cnn,cnn,artifacts/checkpoints/student_distill_from_clean_teacher.pth,pgd,,,pgd,linf,0.01568627450980392,20,10000,13.022753,0.731100,0.004300,artifacts/features/student_distill_from_clean_teacher_pgd_linf.npz,artifacts/robustness/student_distill_from_clean_teacher_pgd_linf_samples.pt
