run_name,model_name,source_model,target_model,checkpoint_path,eval_type,corruption_name,severity,attack_type,attack_norm,epsilon,steps,num_samples,loss,clean_accuracy,adversarial_accuracy,feature_path,sample_path
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,zoom_blur,4,,,,,10000,1.105804,0.672100,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,zoom_blur,5,,,,,10000,1.457880,0.588100,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,snow,1,,,,,10000,0.455732,0.853200,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,snow,2,,,,,10000,0.851865,0.741700,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,snow,3,,,,,10000,0.732507,0.772400,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,snow,4,,,,,10000,0.814032,0.748600,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,snow,5,,,,,10000,0.973741,0.708100,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,frost,1,,,,,10000,0.433779,0.859600,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,frost,2,,,,,10000,0.613035,0.810200,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,frost,3,,,,,10000,0.970793,0.726300,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,frost,4,,,,,10000,1.056360,0.706300,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,frost,5,,,,,10000,1.569254,0.606900,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,fog,1,,,,,10000,0.303439,0.899600,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,fog,2,,,,,10000,0.341902,0.886800,,,
